Drug_Name,DILI-Concern Label,DILI-Risk Level,DILI-Concern Source
simethicone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
simvastatin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sincalide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sirolimus,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sisomicin,Other-DILI-Concern,Low,Logistic regression model prediction 
sitafloxacin,Most-DILI-Concern,High,Logistic regression model prediction 
sitagliptin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sitaxentan,Most-DILI-Concern,High,Logistic regression model prediction 
sitaxsentan,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sivelestat,Most-DILI-Concern,High,Logistic regression model prediction 
sobrepin,Other-DILI-Concern,Low,Logistic regression model prediction 
sodium bicarbonate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sodium fluorophosphate,Other-DILI-Concern,Low,Logistic regression model prediction 
sodium lactate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sodium oxybate,Other-DILI-Concern,Low,Logistic regression model prediction 
sodium picosulfate,Other-DILI-Concern,Low,Logistic regression model prediction 
Sodium polystyrene sulfonate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sodium tetradecyl sulfate,Other-DILI-Concern,Low,Logistic regression model prediction 
sodium thiosulfate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sofalcone,Most-DILI-Concern,High,Logistic regression model prediction 
solifenacin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
somatostatin,Other-DILI-Concern,Low,Logistic regression model prediction 
somatropin recombinant,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sonidegib,Most-DILI-Concern,High,Logistic regression model prediction 
sorafenib,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sorbitol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sotalol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
spaglumic acid,Most-DILI-Concern,High,Logistic regression model prediction 
sparfloxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
sparteine,Other-DILI-Concern,Low,Logistic regression model prediction 
spectinomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
spiperone,Most-DILI-Concern,High,Logistic regression model prediction 
spiramycin,Most-DILI-Concern,High,Logistic regression model prediction 
spironolactone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
stanozolol,Most-DILI-Concern,High,Logistic regression model prediction 
stavudine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
stepronin,Most-DILI-Concern,High,Logistic regression model prediction 
sterile water,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
stiripentol,Other-DILI-Concern,Low,Logistic regression model prediction 
streptomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
streptozocin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
streptozotocin,Other-DILI-Concern,Low,Logistic regression model prediction 
strontium,Most-DILI-Concern,High,Logistic regression model prediction 
succimer,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
succinic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
succinylcholine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sucralfate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sucralose,Most-DILI-Concern,High,Logistic regression model prediction 
sucrose,Most-DILI-Concern,High,Logistic regression model prediction 
sufentanil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sulbactam,Most-DILI-Concern,High,Logistic regression model prediction 
sulbutiamine,Other-DILI-Concern,Low,Logistic regression model prediction 
sulconazole,Most-DILI-Concern,High,Logistic regression model prediction 
sulcotidil,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sulfabenzamide,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfacarbamide,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sulfacetamide,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfachlorpyridazine,Most-DILI-Concern,High,Logistic regression model prediction 
sulfadiazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sulfadoxine,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfafurazole,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfaguanidine,Most-DILI-Concern,High,Logistic regression model prediction 
sulfamerazine,Most-DILI-Concern,High,Logistic regression model prediction 
sulfameter,Most-DILI-Concern,High,Logistic regression model prediction 
sulfamethazine,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfamethizole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sulfamethoxazole,Most-DILI-Concern,High,Logistic regression model prediction 
sulfamethoxypyridazine,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfametopyrazine,Most-DILI-Concern,High,Logistic regression model prediction 
sulfamonomethoxine,Most-DILI-Concern,High,Logistic regression model prediction 
sulfamoxole,Most-DILI-Concern,High,Logistic regression model prediction 
sulfanilamide,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfaphenazole,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfapyridine,Most-DILI-Concern,High,Logistic regression model prediction 
sulfasalazine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sulfathiazole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sulfinpyrazone,Other-DILI-Concern,Low,Logistic regression model prediction 
sulfisoxazole,Other-DILI-Concern,Low,Logistic regression model prediction 
sulindac,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
sulisobenzone,Most-DILI-Concern,High,Logistic regression model prediction 
sulmetozine,Most-DILI-Concern,High,Logistic regression model prediction 
suloctidil,Most-DILI-Concern,High,Logistic regression model prediction 
sulphadimethoxine,Most-DILI-Concern,High,Logistic regression model prediction 
sulpiride,Most-DILI-Concern,High,Logistic regression model prediction 
sumatriptan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
sunitinib,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
suprofen,Most-DILI-Concern,High,Logistic regression model prediction 
suramin,Other-DILI-Concern,Low,Logistic regression model prediction 
suvorexant,Other-DILI-Concern,Low,Logistic regression model prediction 
synephrine,Other-DILI-Concern,Low,Logistic regression model prediction 
tacalcitol,Other-DILI-Concern,Low,Logistic regression model prediction 
tacrine,Most-DILI-Concern,High,Logistic regression model prediction 
tacrolimus,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tadalafil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tafamidis,Other-DILI-Concern,Low,Logistic regression model prediction 
talc,Other-DILI-Concern,Low,Logistic regression model prediction 
talinolol,Most-DILI-Concern,High,Logistic regression model prediction 
talipexole,Other-DILI-Concern,Low,Logistic regression model prediction 
talniflumate,Other-DILI-Concern,Low,Logistic regression model prediction 
taltirelin,Most-DILI-Concern,High,Logistic regression model prediction 
tamibarotene,Most-DILI-Concern,High,Logistic regression model prediction 
tamoxifen,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tamsulosin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tandospirone,Other-DILI-Concern,Low,Logistic regression model prediction 
tannic acid,Most-DILI-Concern,High,Logistic regression model prediction 
tapentadol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tartaric acid,Other-DILI-Concern,Low,Logistic regression model prediction 
tasimelteon,Other-DILI-Concern,Low,Logistic regression model prediction 
tasosartan,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
taurine,Other-DILI-Concern,Low,Logistic regression model prediction 
taurolidine,Other-DILI-Concern,Low,Logistic regression model prediction 
tavaborole,Other-DILI-Concern,Low,Logistic regression model prediction 
tazarotene,Other-DILI-Concern,Low,Logistic regression model prediction 
tazobactam,Most-DILI-Concern,High,Logistic regression model prediction 
tebipenem,Most-DILI-Concern,High,Logistic regression model prediction 
tedizolid,Other-DILI-Concern,Low,Logistic regression model prediction 
tegaserod,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
teicoplanin,Other-DILI-Concern,Low,Logistic regression model prediction 
telaprevir,Other-DILI-Concern,Low,Logistic regression model prediction 
telbivudine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
telithromycin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
telmisartan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
telotristat,Other-DILI-Concern,Low,Logistic regression model prediction 
temazepam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
temocapril,Most-DILI-Concern,High,Logistic regression model prediction 
temoporfin,Most-DILI-Concern,High,Logistic regression model prediction 
temozolomide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
temsirolimus,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tenecteplase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
teneligliptin,Most-DILI-Concern,High,Logistic regression model prediction 
teniposide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tenofovir,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tenoxicam,Most-DILI-Concern,High,Logistic regression model prediction 
teprenone,Most-DILI-Concern,High,Logistic regression model prediction 
terazosin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
terbinafine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
terbutaline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
terconazole,Other-DILI-Concern,Low,Logistic regression model prediction 
terfenadine,Most-DILI-Concern,High,Logistic regression model prediction 
terguride,Most-DILI-Concern,High,Logistic regression model prediction 
teriflunomide,Other-DILI-Concern,Low,Logistic regression model prediction 
teriparatide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
terlipressin,Other-DILI-Concern,Low,Logistic regression model prediction 
testolactone,Most-DILI-Concern,High,Logistic regression model prediction 
testosterone,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tetrabamate,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tetrabenazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tetracaine,Other-DILI-Concern,Low,Logistic regression model prediction 
tetracycline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tetrahydrobiopterin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tetrahydrozoline,Other-DILI-Concern,Low,Logistic regression model prediction 
tetramisole,Other-DILI-Concern,Low,Logistic regression model prediction 
tezacaftor,Most-DILI-Concern,High,Logistic regression model prediction 
thalidomide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
theanine,Other-DILI-Concern,Low,Logistic regression model prediction 
theobromine,Other-DILI-Concern,Low,Logistic regression model prediction 
theophylline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
thiabendazole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
thiamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
thiamphenicol,Other-DILI-Concern,Low,Logistic regression model prediction 
thiamylal,Other-DILI-Concern,Low,Logistic regression model prediction 
thiethylperazine,Other-DILI-Concern,Low,Logistic regression model prediction 
thiocolchicoside,Most-DILI-Concern,High,Logistic regression model prediction 
thioctic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
thioguanine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
thiomersal,Most-DILI-Concern,High,Logistic regression model prediction 
thiopental,Other-DILI-Concern,Low,Logistic regression model prediction 
thioproperazine,Most-DILI-Concern,High,Logistic regression model prediction 
thioridazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
thiotepa,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
thiothixene,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
thiram,Most-DILI-Concern,High,Logistic regression model prediction 
thymol,Most-DILI-Concern,High,Logistic regression model prediction 
thyrotropin alfa,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tiabendazole,Most-DILI-Concern,High,Logistic regression model prediction 
tiagabine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tianeptine,Most-DILI-Concern,High,Logistic regression model prediction 
tiapride,Most-DILI-Concern,High,Logistic regression model prediction 
tiaprofenic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
tiaramide,Most-DILI-Concern,High,Logistic regression model prediction 
tibolone,Other-DILI-Concern,Low,Logistic regression model prediction 
ticagrelor,Other-DILI-Concern,Low,Logistic regression model prediction 
ticarcillin,Most-DILI-Concern,High,Logistic regression model prediction 
ticlopidine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
ticrynafen,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tienilic acid,Most-DILI-Concern,High,Logistic regression model prediction 
tigecycline,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tilbroquinol,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tilmicosin,Other-DILI-Concern,Low,Logistic regression model prediction 
tilorone,Most-DILI-Concern,High,Logistic regression model prediction 
tiludronate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
timolol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
timonacic,Other-DILI-Concern,Low,Logistic regression model prediction 
tinidazole,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tinzaparin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tioconazole,Other-DILI-Concern,Low,Logistic regression model prediction 
tiopronin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tipiracil,Most-DILI-Concern,High,Logistic regression model prediction 
tipranavir,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tiquizium,Other-DILI-Concern,Low,Logistic regression model prediction 
tiracizine,Most-DILI-Concern,High,Logistic regression model prediction 
tiratricol,Most-DILI-Concern,High,Logistic regression model prediction 
tirofiban,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tizanidine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tobramycin,Other-DILI-Concern,Low,Logistic regression model prediction 
tocainide,Other-DILI-Concern,Low,Logistic regression model prediction 
tocofersolan,Most-DILI-Concern,High,Logistic regression model prediction 
tocopherol,Other-DILI-Concern,Low,Logistic regression model prediction 
todralazine,Most-DILI-Concern,High,Logistic regression model prediction 
tofacitinib,Other-DILI-Concern,Low,Logistic regression model prediction 
tofisopam,Most-DILI-Concern,High,Logistic regression model prediction 
tofogliflozin,Other-DILI-Concern,Low,Logistic regression model prediction 
tolazamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tolazoline,Most-DILI-Concern,High,Logistic regression model prediction 
tolbutamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tolcapone,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tolfenamic acid,Most-DILI-Concern,High,Logistic regression model prediction 
tolmetin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tolnaftate,Other-DILI-Concern,Low,Logistic regression model prediction 
tolonidine,Most-DILI-Concern,High,Logistic regression model prediction 
toloxatone,Most-DILI-Concern,High,Logistic regression model prediction 
tolperisone,Other-DILI-Concern,Low,Logistic regression model prediction 
tolrestat,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
tolterodine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tolvaptan,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
topiramate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
topiroxostat,Other-DILI-Concern,Low,Logistic regression model prediction 
topotecan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
torasemide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
toremifene,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tosufloxacin,Other-DILI-Concern,Low,Logistic regression model prediction 
tramadol,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trametinib,Most-DILI-Concern,High,Logistic regression model prediction 
trandolapril,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tranexamic acid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tranilast,Other-DILI-Concern,Low,Logistic regression model prediction 
tranylcypromine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trapidil,Other-DILI-Concern,Low,Logistic regression model prediction 
trastuzumab,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
travoprost,Other-DILI-Concern,Low,Logistic regression model prediction 
trazodone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trelagliptin,Most-DILI-Concern,High,Logistic regression model prediction 
treosulfan,Most-DILI-Concern,High,Logistic regression model prediction 
trepibutone,Most-DILI-Concern,High,Logistic regression model prediction 
tretinoin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
triacetyldiphenolisatin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
triamcinolone,Other-DILI-Concern,Low,Logistic regression model prediction 
triamterene,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
triazolam,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tribenoside,Other-DILI-Concern,Low,Logistic regression model prediction 
tricaprylin,Most-DILI-Concern,High,Logistic regression model prediction 
trichlormethiazide,Most-DILI-Concern,High,Logistic regression model prediction 
trichloroacetic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
triclabendazole,Most-DILI-Concern,High,Logistic regression model prediction 
triclocarban,Most-DILI-Concern,High,Logistic regression model prediction 
triclosan,Other-DILI-Concern,Low,Logistic regression model prediction 
tridihexethyl,Most-DILI-Concern,High,Logistic regression model prediction 
trientine,Most-DILI-Concern,High,Logistic regression model prediction 
trientine hydrochloride,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trifluoperazine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
triflupromazine,Other-DILI-Concern,Low,Logistic regression model prediction 
trifluridine,Other-DILI-Concern,Low,Logistic regression model prediction 
triflusal,Other-DILI-Concern,Low,Logistic regression model prediction 
trihexyphenidyl,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trilostane,Other-DILI-Concern,Low,Logistic regression model prediction 
trimebutine,Other-DILI-Concern,Low,Logistic regression model prediction 
trimeprazine,Other-DILI-Concern,Low,Logistic regression model prediction 
trimetazidine,Other-DILI-Concern,Low,Logistic regression model prediction 
trimethadione,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
trimethobenzamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trimethoprim,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trimetrexate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trimipramine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trioxsalen,Most-DILI-Concern,High,Logistic regression model prediction 
tripelennamine,Other-DILI-Concern,Low,Logistic regression model prediction 
triprolidine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
triptorelin,Other-DILI-Concern,Low,Logistic regression model prediction 
triptorelin pamoate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
troclosene,Most-DILI-Concern,High,Logistic regression model prediction 
troglitazone,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
troleandomycin,Most-DILI-Concern,High,Logistic regression model prediction 
trometamol,Most-DILI-Concern,High,Logistic regression model prediction 
tromethamine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
tropicamide,Other-DILI-Concern,Low,Logistic regression model prediction 
trospium,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
trovafloxacin,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
troxerutin,Other-DILI-Concern,Low,Logistic regression model prediction 
troxipide,Most-DILI-Concern,High,Logistic regression model prediction 
tryptophan,Other-DILI-Concern,Low,Logistic regression model prediction 
tuaminoheptane,Most-DILI-Concern,High,Logistic regression model prediction 
tubocurarine,Most-DILI-Concern,High,Logistic regression model prediction 
tulobuterol,Other-DILI-Concern,Low,Logistic regression model prediction 
tyloxapol,Other-DILI-Concern,Low,Logistic regression model prediction 
tymazoline,Other-DILI-Concern,Low,Logistic regression model prediction 
tyramine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ubenimex,Most-DILI-Concern,High,Logistic regression model prediction 
ufenamate,Other-DILI-Concern,Low,Logistic regression model prediction 
ulipristal,Most-DILI-Concern,High,Logistic regression model prediction 
umeclidinium,Other-DILI-Concern,Low,Logistic regression model prediction 
undecylenic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
uracil,Most-DILI-Concern,High,Logistic regression model prediction 
urapidil,Other-DILI-Concern,Low,Logistic regression model prediction 
urea,Other-DILI-Concern,Low,Logistic regression model prediction 
uridine triacetate,Other-DILI-Concern,Low,Logistic regression model prediction 
uridine triphosphate,Other-DILI-Concern,Low,Logistic regression model prediction 
urofollitropin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
urokinase,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ursodeoxycholic acid,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
ursodiol,Most-DILI-Concern,High,Logistic regression model prediction 
ustekinumab,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
valaciclovir,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
valdecoxib,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
valethamate,Other-DILI-Concern,Low,Logistic regression model prediction 
valganciclovir,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
valproic acid,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
valpromide,Most-DILI-Concern,High,Logistic regression model prediction 
valrubicin,Other-DILI-Concern,Low,Logistic regression model prediction 
valsartan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vancomycin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vandetanib,Most-DILI-Concern,High,Logistic regression model prediction 
vardenafil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
varenicline,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vasopressin,Other-DILI-Concern,Low,Logistic regression model prediction 
vecuronium,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vemurafenib,Most-DILI-Concern,High,Logistic regression model prediction 
venetoclax,Other-DILI-Concern,Low,Logistic regression model prediction 
venlafaxine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
verapamil,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vernakalant,Other-DILI-Concern,Low,Logistic regression model prediction 
verteporfin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vesnarinone,Other-DILI-Concern,Low,Logistic regression model prediction 
vidarabine,Other-DILI-Concern,Low,Logistic regression model prediction 
vigabatrin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vilanterol,Other-DILI-Concern,Low,Logistic regression model prediction 
vilazodone,Other-DILI-Concern,Low,Logistic regression model prediction 
vildagliptin,Most-DILI-Concern,High,Logistic regression model prediction 
viloxazine,Most-DILI-Concern,High,Logistic regression model prediction 
vinblastine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vinburnine,Most-DILI-Concern,High,Logistic regression model prediction 
vincamine,Most-DILI-Concern,High,Logistic regression model prediction 
vincristine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vindesine,Most-DILI-Concern,High,Logistic regression model prediction 
vinflunine,Other-DILI-Concern,Low,Logistic regression model prediction 
vinorelbine,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vinpocetine,Other-DILI-Concern,Low,Logistic regression model prediction 
viomycin,Most-DILI-Concern,High,Logistic regression model prediction 
vismodegib,Most-DILI-Concern,High,Logistic regression model prediction 
vitamin a,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vitamin c,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vitamin e,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
voglibose,Most-DILI-Concern,High,Logistic regression model prediction 
vonoprazan,Most-DILI-Concern,High,Logistic regression model prediction 
vorapaxar,Other-DILI-Concern,Low,Logistic regression model prediction 
voriconazole,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
vorinostat,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
vortioxetine,Other-DILI-Concern,Low,Logistic regression model prediction 
warfarin,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
xenazoic acid,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
ximelagatran,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
xipamide,Other-DILI-Concern,Low,Logistic regression model prediction 
xylometazoline,Other-DILI-Concern,Low,Logistic regression model prediction 
xylose,Most-DILI-Concern,High,Logistic regression model prediction 
yohimbine,Other-DILI-Concern,Low,Logistic regression model prediction 
zafirlukast,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
zalcitabine,Most-DILI-Concern,High,Logistic regression model prediction 
zaleplon,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
zaltoprofen,Other-DILI-Concern,Low,Logistic regression model prediction 
zanamivir,Other-DILI-Concern,Low,Logistic regression model prediction 
zidovudine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
zileuton,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
zimelidine,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
ziprasidone,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
zofenopril,Other-DILI-Concern,Low,Logistic regression model prediction 
zoledronate,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
zoledronic acid,Other-DILI-Concern,Low,Logistic regression model prediction 
zolmitriptan,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
zolpidem,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
zomepirac,Other-DILI-Concern,Low,Logistic regression model prediction 
zonisamide,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
zotarolimus,Most-DILI-Concern,High,Logistic regression model prediction 
zotepine,Other-DILI-Concern,Low,Logistic regression model prediction 
zuclopenthixol,Other-DILI-Concern,Low,Logistic regression model prediction 
