drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,DILI Risk Level,DILIConcern source
cresol,0,0,0,0,0,0,0,0.142857143,0,0,0,0.285714286,0,0,0.285714286,0,0,0,0,0.142857143,0,0,0,0.142857143,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
cridanimod,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
crizotinib,0.01992513,0.026385702,0.000362275,0.003200097,0.001267963,0.047337278,0.131385098,0.207523246,0.028800869,0.002052892,0.042205048,0.034476512,0.071428571,0.032544379,0.023729018,0.111822244,0.059956527,0.000181138,0.00150948,0.013766453,0.019502476,0.002052892,0.07372298,0.021917643,0.001147204,0.002656684,0.0191402,Most-DILI-Concern,High,Logistic regression model predictions 
croconazole,0,0,0,0,0,0,0,0.057142857,0,0.028571429,0.028571429,0,0.085714286,0.028571429,0,0,0.028571429,0,0,0.028571429,0,0.028571429,0,0.685714286,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
cromoglicate,0.007682458,0.022336036,0.003556694,0.007540191,0.001138142,0.09731114,0.08592972,0.137572912,0.003841229,0.024470053,0.093754446,0.023900982,0.019063878,0.006544316,0.029876227,0.002276284,0.113529663,0.002134016,0.005263907,0.041826718,0.013515436,0.003983497,0.127045099,0.10613174,0.000711339,0.001138142,0.017925736,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cromoglicic acid,0.007763975,0.02216262,0.00352908,0.007481649,0.001129305,0.098814229,0.085968379,0.138339921,0.003811406,0.024562394,0.093026539,0.024138905,0.018915867,0.006493506,0.029644269,0.002258611,0.113071711,0.002117448,0.005787691,0.041643139,0.013269339,0.003952569,0.126905703,0.105448899,0.000705816,0.001129305,0.017927724,Other-DILI-Concern,Low,Logistic regression model predictions 
crotamiton,0.011494253,0.01532567,0.003831418,0,0,0.026819923,0.026819923,0.195402299,0,0.019157088,0.01532567,0.045977011,0.007662835,0.003831418,0.007662835,0.003831418,0.068965517,0.003831418,0,0.022988506,0.007662835,0.007662835,0.034482759,0.45210728,0.003831418,0.003831418,0.011494253,Other-DILI-Concern,Low,Logistic regression model predictions 
curcumin,0.069767442,0.046511628,0,0,0,0.011627907,0.174418605,0.11627907,0.081395349,0.046511628,0.011627907,0.058139535,0.069767442,0.011627907,0.046511628,0,0.081395349,0,0,0.011627907,0,0,0.023255814,0.069767442,0,0.023255814,0.046511628,Most-DILI-Concern,High,Logistic regression model predictions 
cyamemazine,0.046532306,0.04253112,0.005927682,0.004742146,0.009039715,0.019561352,0.054831061,0.080468287,0.03601067,0.001185536,0.00503853,0.071280379,0.078689982,0.024599881,0.029638411,0.000592768,0.237255483,0.002519265,0.000444576,0.068909306,0.027415531,0.01585655,0.043864849,0.051570836,0.003260225,0.001185536,0.037048014,Most-DILI-Concern,High,Logistic regression model predictions 
cyanocobalamin,0.014692091,0.022194436,0.002813379,0.00812754,0.002500781,0.020006252,0.086276962,0.175054705,0.007502344,0.036886527,0.026883401,0.053766802,0.034698343,0.01750547,0.036886527,0.004688965,0.095654892,0.002188184,0.012503907,0.034385746,0.014066896,0.003438575,0.044388872,0.210378243,0.003438575,0.00406377,0.025007815,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cyclandelate,0.034313725,0.029411765,0,0,0,0.024509804,0.078431373,0.093137255,0.019607843,0.034313725,0.014705882,0,0.029411765,0.029411765,0.009803922,0.004901961,0.102941176,0.004901961,0,0.039215686,0,0.019607843,0.029411765,0.37254902,0,0,0.029411765,Most-DILI-Concern,High,Logistic regression model predictions 
cyclizine,0.00274631,0.079986268,0.00789564,0.006522485,0.001029866,0.054239616,0.050806728,0.101956746,0.002059732,0.028492963,0.004806042,0.027119808,0.039478201,0.004462753,0.038105046,0.001373155,0.260556128,0.005149331,0.001373155,0.114315139,0.004806042,0.000343289,0.04771713,0.061791967,0.000343289,0.002059732,0.05046344,Other-DILI-Concern,Low,Logistic regression model predictions 
cyclobenzaprine,0.006454714,0.063860468,0.002060015,0.00631738,0.001579345,0.016548788,0.06042711,0.120167548,0.009201401,0.033303578,0.013184097,0.131909634,0.037217606,0.013046762,0.034402252,0.002334684,0.133008309,0.001785346,0.004806702,0.181281329,0.014694774,0.004806702,0.044908329,0.032479572,0.005974044,0.004257365,0.019982147,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cyclofenil,0.014925373,0.009950249,0.024875622,0,0,0.029850746,0.069651741,0.059701493,0.402985075,0,0.004975124,0.004975124,0.059701493,0.004975124,0.014925373,0.014925373,0.104477612,0.009950249,0,0.029850746,0.009950249,0.004975124,0.004975124,0.094527363,0,0,0.024875622,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
cyclopenthiazide,0.070754717,0.037735849,0,0,0,0.014150943,0.132075472,0.080188679,0.009433962,0,0.004716981,0,0.023584906,0.117924528,0.023584906,0,0.122641509,0,0,0.037735849,0.014150943,0.004716981,0.004716981,0.278301887,0,0,0.023584906,Most-DILI-Concern,High,Logistic regression model predictions 
cyclopentolate,0,0.049692381,0.000946522,0.010884998,0.000473261,0.169427354,0.079034548,0.112162802,0,0.013724562,0.025082821,0.058684335,0.026029342,0.003786086,0.011358258,0.000473261,0.170373876,0,0.005679129,0.102697586,0.006625651,0.001419782,0.035494558,0.070989115,0.000946522,0.001419782,0.042593469,Other-DILI-Concern,Low,Logistic regression model predictions 
cyclophosphamide,0.180848522,0.026523589,0.002479323,0.003428439,0.002350191,0.007082857,0.119117258,0.115688819,0.01581214,0.012622594,0.079628876,0.027317747,0.054067316,0.033077008,0.028131275,0.040779695,0.059129267,0.00308624,0.000355111,0.012228743,0.021384159,0.007186162,0.049928655,0.068484837,0.00088455,0.003376786,0.024999839,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cycloserine,0.013780919,0.009540636,0.001413428,0.039575972,0.004063604,0.013074205,0.154946996,0.062367491,0.011837456,0.002650177,0.01024735,0.009187279,0.028621908,0.035335689,0.046996466,0.002120141,0.177208481,0.000706714,0,0.274381625,0.007420495,0.00229682,0.024381625,0.063780919,0.000706714,0.000706714,0.002650177,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cyclosporine,0.035995575,0.016847345,0.002544248,0.004391593,0.002356195,0.103384956,0.058329646,0.120011062,0.017522124,0.039579646,0.096438053,0.061957965,0.063716814,0.021637168,0.028595133,0.041725664,0.068307522,0.004612832,0.004181416,0.016283186,0.061106195,0.003993363,0.035630531,0.049435841,0.001039823,0.01074115,0.029634956,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
cyclothiazide,0,0.076923077,0,0,0,0,0.230769231,0.076923077,0,0,0,0,0,0.230769231,0,0,0.153846154,0,0,0,0,0,0,0.230769231,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
cyclovalone,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
cyproheptadine,0.018401937,0.029539952,0.001937046,0.017917676,0.003874092,0.024213075,0.111380145,0.10653753,0.014527845,0.010653753,0.010653753,0.076029056,0.025181598,0.018886199,0.021791768,0.000484262,0.208716707,0.000484262,0.003874092,0.130266344,0.018886199,0.007263923,0.023244552,0.094430993,0.000484262,0.000484262,0.019854722,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cyproterone,0.015419501,0.015192744,0.001133787,0.00861678,0.004535147,0.029705215,0.04739229,0.085034014,0.105668934,0.002494331,0.010430839,0.026984127,0.046258503,0.019501134,0.034240363,0.157142857,0.095464853,0.001587302,0.001133787,0.053514739,0.016099773,0.036734694,0.06984127,0.058956916,0.002267574,0.002267574,0.052380952,Most-DILI-Concern,High,Logistic regression model predictions 
cysteamine,0.011286682,0.009781791,0.007524454,0,0.001504891,0.115876599,0.172310008,0.126410835,0,0.010534236,0.054928518,0.088788563,0.062452972,0.035364936,0.015048909,0.011286682,0.056433409,0.004514673,0.017306245,0.015048909,0.038374718,0.000752445,0.021820918,0.056433409,0.005267118,0.05116629,0.009781791,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
cystine,0.020408163,0,0.020408163,0,0,0.040816327,0.285714286,0.040816327,0.040816327,0,0,0.020408163,0,0,0.020408163,0,0.081632653,0.020408163,0,0.020408163,0.020408163,0,0.06122449,0.285714286,0.020408163,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
cytarabine,0.168355417,0.033940339,0.00340112,0.002161128,0.001523418,0.010947354,0.086657691,0.118419188,0.024870687,0.008874796,0.107294693,0.024321548,0.063965847,0.029440941,0.016279317,0.029600368,0.073814922,0.001629703,0.000283427,0.013002197,0.025207256,0.002019415,0.055144193,0.057393892,0.001310848,0.006111387,0.03402891,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
cytisine,0,0.083333333,0,0,0,0.083333333,0,0.083333333,0,0,0,0.083333333,0,0,0.083333333,0,0.166666667,0,0,0.166666667,0,0,0,0.166666667,0,0,0.083333333,Other-DILI-Concern,Low,Logistic regression model predictions 
dabigatran,0.049666301,0.045645011,0.001292557,0.003911464,0.00079412,0.012308862,0.23024415,0.080974909,0.005989693,0.002095125,0.027084565,0.069172932,0.053298978,0.013001605,0.028715046,0.010264425,0.12534426,4.22E-05,0.001934612,0.014910873,0.043879361,0.005364535,0.060843119,0.032592718,0.001427727,0.008304469,0.070896342,Other-DILI-Concern,Low,Logistic regression model predictions 
dabrafenib,0.025512729,0.015505581,0.000439875,0.004563699,0.002749216,0.030901193,0.081761698,0.264969484,0.012536427,0.005388464,0.042997746,0.038214109,0.061362512,0.030791225,0.046626711,0.088029911,0.066641007,0.000329906,0.000879749,0.015725518,0.016495299,0.002474295,0.031286083,0.083466212,0.001209655,0.008522571,0.020619124,Most-DILI-Concern,High,Logistic regression model predictions 
dacarbazine,0.134956726,0.036086255,0.002493766,0.004840839,0.002053689,0.005867684,0.118967288,0.148305706,0.015696054,0.012175444,0.049435235,0.049581928,0.046354701,0.034619334,0.021123661,0.053542614,0.057796685,0.0055743,0.000586768,0.009975062,0.014522517,0.003960687,0.070412205,0.064397829,0.000293384,0.003080534,0.033299105,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
daclatasvir,0.044905723,0.016126365,0.000165399,0.003886867,0.000909692,0.012156798,0.120823685,0.216920278,0.039530268,0.002563678,0.078895137,0.025884883,0.067234535,0.021584519,0.033162421,0.021005624,0.129507112,0.000413497,0.000744294,0.038372478,0.022246113,0.004052266,0.028117764,0.051025471,0.000661594,0.008848826,0.010254714,Most-DILI-Concern,High,Logistic regression model predictions 
dactinomycin,0.156098948,0.012510662,0.007961331,0.010804663,0.004264999,0.002843332,0.133636622,0.116576628,0.07023031,0.003411999,0.049758317,0.063121979,0.050326983,0.021893659,0.013647995,0.064259312,0.046914984,0.004264999,0,0.007392664,0.021893659,0.004264999,0.035541655,0.052885982,0.001421666,0.006823998,0.037247654,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
dalbavancin,0.012311902,0.019151847,0,0.001367989,0,0.010943912,0.060191518,0.194254446,0.002735978,0.058823529,0.041039672,0.169630643,0.035567715,0.005471956,0.073871409,0,0.034199726,0.001367989,0.004103967,0.019151847,0.013679891,0.002735978,0.054719562,0.14500684,0.001367989,0.008207934,0.030095759,Other-DILI-Concern,Low,Logistic regression model predictions 
dalfampridine,0.002818028,0.00771005,0.000362716,0.004947825,0.001060248,0.011997545,0.053254218,0.240006696,0.002120496,0.006017373,0.052082365,0.10088168,0.038745559,0.008333178,0.078151448,0.006101077,0.172392627,0.000790536,0.001302059,0.058081137,0.018647347,0.002678522,0.01718718,0.026841019,0.027510649,0.041303175,0.018675248,Other-DILI-Concern,Low,Logistic regression model predictions 
danazol,0.023037876,0.01503319,0.008785631,0.005466615,0.010152284,0.032213979,0.066185084,0.098984772,0.05134713,0.00624756,0.015618899,0.009566576,0.069894572,0.020890277,0.058961343,0.013861773,0.115384615,0.004099961,0.000780945,0.042561499,0.020304569,0.036509176,0.034947286,0.202655213,0.000390472,0.001757126,0.034361578,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
dantrolene,0.03496144,0.040102828,0,0.004627249,0.002570694,0.014395887,0.075064267,0.147557841,0.098200514,0.006683805,0.029820051,0.029820051,0.079691517,0.021079692,0.027249357,0.007197943,0.131105398,0.000514139,0.003084833,0.035475578,0.027249357,0.007712082,0.061696658,0.069922879,0.001542416,0.003084833,0.039588689,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
dantron,0,0,0,0,0,0,0.105263158,0.052631579,0.052631579,0,0,0,0.052631579,0.052631579,0,0.052631579,0,0,0,0,0.052631579,0,0.052631579,0.526315789,0,0,0,Most-DILI-Concern,High,Logistic regression model predictions 
dapagliflozin,0.003521304,0.018713215,0.002062478,0.003169173,0.001559435,0.011720912,0.083303989,0.095880074,0.005784999,0.006237738,0.141657025,0.038080386,0.105136073,0.118366115,0.034206952,0.012073042,0.065546557,0.000100609,0.005382565,0.017556215,0.087328336,0.040394386,0.02062478,0.058906384,0.001911565,0.005634086,0.015141607,Other-DILI-Concern,Low,Logistic regression model predictions 
dapiprazole,0,0.027272727,0,0,0,0.254545455,0.1,0.072727273,0,0.027272727,0.154545455,0,0,0,0,0.009090909,0.190909091,0,0.009090909,0.036363636,0.009090909,0,0.018181818,0.027272727,0.009090909,0,0.054545455,Other-DILI-Concern,Low,Logistic regression model predictions 
dapoxetine,0,0.027833002,0,0.011928429,0,0.019880716,0.210735586,0.252485089,0,0.003976143,0.001988072,0.051689861,0.011928429,0.007952286,0.019880716,0,0.212723658,0.003976143,0,0.041749503,0.003976143,0.057654076,0.009940358,0.033797217,0,0,0.015904573,Other-DILI-Concern,Low,Logistic regression model predictions 
dapsone,0.1684,0.019466667,0.003466667,0.0032,0.001466667,0.015333333,0.053333333,0.122666667,0.0444,0.021466667,0.029866667,0.026933333,0.0496,0.018133333,0.018266667,0.004,0.044666667,0.000533333,0.004133333,0.019333333,0.014933333,0.002266667,0.038,0.258933333,0.000933333,0.002533333,0.013733333,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
daptomycin,0.045408954,0.02489286,0.000638278,0.003191392,0.001276557,0.005470958,0.027537157,0.166043585,0.016777606,0.015774597,0.09710951,0.051791739,0.143795021,0.018145345,0.069937084,0.004559132,0.043858849,0.000729461,0.006291602,0.011215465,0.046959059,0.001003009,0.097656606,0.068660527,0.001458922,0.010303638,0.019513085,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
darifenacin,0.001644286,0.008495478,0,0.004658811,0.000274048,0.04850644,0.224719101,0.227733626,0.00356262,0.007399287,0.015072623,0.020827624,0.040010962,0.008495478,0.033433817,0.002466429,0.08988764,0.000274048,0.002466429,0.042477391,0.099479309,0.010413812,0.031789531,0.046862154,0.001918334,0.013976432,0.013154289,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
darunavir,0.022800951,0.022368705,0.023557381,0.002701534,0.008104603,0.008320726,0.079317052,0.103738924,0.035552194,0.020423601,0.063864275,0.117786903,0.106116274,0.034903825,0.027879836,0.013723795,0.047438945,0.048735682,0.005078885,0.025286363,0.036524746,0.005727253,0.021504214,0.093040847,0.001620921,0.01177869,0.012102874,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
dasabuvir,0.027989024,0.018267346,0.000470404,0.005252842,0.001332811,0.010819287,0.125676205,0.150842807,0.045158761,0.001881615,0.042963544,0.021795374,0.069541356,0.041787534,0.041787534,0.00752646,0.120815367,0.000392003,0.000470404,0.062798902,0.027126617,0.002116817,0.034496276,0.1125049,0.000627205,0.002352019,0.023206586,Most-DILI-Concern,High,Logistic regression model predictions 
dasatinib,0.053695254,0.040161885,0.001778671,0.003840899,0.00131467,0.01304359,0.108988735,0.14915062,0.005877349,0.005954683,0.052097028,0.054004588,0.06117083,0.031268528,0.03902766,0.032660532,0.066609955,0.001984894,0.000567113,0.016136932,0.013791148,0.004562679,0.146108834,0.059314825,0.000902225,0.01915294,0.016832934,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
daunorubicin,0.13289306,0.054628664,0.003417912,0.001158614,0.002491021,0.008052369,0.080755417,0.105723555,0.031746032,0.007241339,0.110415943,0.023172286,0.084057467,0.041594253,0.019175067,0.025489515,0.057061754,0.002838605,0.000173792,0.013671649,0.02913915,0.002259298,0.073108562,0.030413625,0.001737921,0.010659252,0.046923879,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
debrisoquin,0.027972028,0.020979021,0.006993007,0.034965035,0,0.013986014,0.06993007,0.118881119,0,0,0.020979021,0,0.020979021,0.013986014,0.034965035,0.006993007,0.13986014,0,0,0.083916084,0.006993007,0.034965035,0.013986014,0.188811189,0,0,0.13986014,Other-DILI-Concern,Low,Logistic regression model predictions 
decamethonium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Other-DILI-Concern,Low,Logistic regression model predictions 
decitabine,0.159238556,0.024323916,0.001057562,0.003625925,0.002115123,0.00664753,0.108475601,0.118144735,0.008309412,0.007705091,0.117087173,0.032633328,0.074784711,0.050914035,0.030971446,0.032935489,0.048194591,0,0.000453241,0.015561263,0.023719595,0.003021604,0.064813416,0.038072216,0.001812963,0.003625925,0.021755552,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
deferasirox,0.062715159,0.021357814,0.004683731,0.009297206,0.00121777,0.013512564,0.123088452,0.184585841,0.025830777,0.007119271,0.0679141,0.032996885,0.119247793,0.030210065,0.025526334,0.035432425,0.044027072,0.001288026,0.00086649,0.014121449,0.054424955,0.002552633,0.036252078,0.043722629,0.001756399,0.020046369,0.016205709,Most-DILI-Concern,High,FDA/Liver Toxicity Knowledge Base
deferiprone,0.157681941,0.022012579,0.000898473,0.00359389,0.000898473,0.009433962,0.151841869,0.143306379,0.014375562,0.002246181,0.062443845,0.01212938,0.086702606,0.019766397,0.092093441,0.004941599,0.075471698,0.001796945,0.022012579,0.009433962,0.028751123,0.000898473,0.026954178,0.027403414,0.001796945,0.014375562,0.006738544,Most-DILI-Concern,High,Logistic regression model predictions 
deferoxamine,0.026936776,0.027382012,0.00556545,0.025601069,0.002894034,0.053650935,0.067675868,0.250445236,0.019367765,0.018922529,0.049643811,0.031834372,0.074354408,0.024487979,0.0309439,0.008014248,0.058325913,0.005120214,0.013134461,0.008459484,0.034060552,0.002448798,0.036731968,0.095948353,0.000222618,0.005788068,0.022039181,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
deflazacort,0.006845408,0.011789314,0.001140901,0.005894657,0.020916524,0.020916524,0.105343221,0.110287127,0.005134056,0.00893706,0.076060087,0.084426697,0.083095646,0.046016353,0.05191101,0.004563605,0.058946568,0.0003803,0.003612854,0.086328199,0.021106674,0.007035558,0.031184636,0.118463586,0.003042403,0.007986309,0.018634721,Other-DILI-Concern,Low,Logistic regression model predictions 
degarelix,0.012396694,0.026367572,0.000196773,0.00334514,0.000983865,0.006099961,0.060606061,0.288469107,0.011806375,0.010822511,0.049980323,0.046635183,0.072412436,0.031090122,0.049980323,0.029909484,0.065525384,0,0.004919323,0.025777253,0.03227076,0.010625738,0.035222353,0.055096419,0.002951594,0.007870917,0.058638331,Other-DILI-Concern,Low,FDA/Liver Toxicity Knowledge Base
